ï»¿PlantID,Site,Easting,Northing,Operator,Sector, Emission ,Region,Latitude,Longitude
40277,Cheshire Power Station,339061,378393,RWE Generation UK plc,"Paper, printing & publishing industries",465.2252155,England,53.29896833819129,-2.915814980991043
11093,London,533400,181800,Allen & Overy LLP,Commercial,460.9456009,England,51.51937478204011,-0.07871556716560818
14219,Broadcasting House,528900,181600,Interserve (Facilities Management) Ltd,Commercial,460.84545,England,51.518621302811056,-0.14360932474635785
40524,King Edward Buildings,532008,181428,Bank of America Merrill Lynch International Designated Activity Co,Commercial,421.5811636,England,51.51635853629814,-0.09890555306249635
40509,William Harvey Hospital Steam Boilers and Generators,604090,142068,2gether Support Solutions Ltd,Commercial,406.7690482,England,51.141489402416,0.9162088203903909
9650,Porthleven,392000,797100,McIntosh Donald Ltd,"Food, drink & tobacco industry",403.596,Scotland,57.064870705948834,-2.1335488514802217
9516,Aston Mill,361190,346800,Oakes Millers Ltd,"Food, drink & tobacco industry",395.2538182,England,53.01708373883092,-2.5799646029708985
12077,Peterborough,521310,298610,Meadow Foods Ltd,"Food, drink & tobacco industry",394.9876364,England,52.5717926311744,-0.21144872209115093
14953,Discovery Park,633292,159603,Discovery Park Management Ltd,Commercial,382.1891155,England,51.287751242711906,1.3443528094575499
13944,East Coast Viners Grain,379605,781270,East Coast Viners Grain LLP,"Agriculture, forestry & fishing",356.6157273,Scotland,56.92228370586678,-2.3366486903010384
41370,Woodland Mill,411170,416440,Wooltex UK Ltd,"Textiles, clothing, leather & footwear",345.8574545,England,53.644352589123514,-1.8325112330229427
8672,Swanwick,450400,109800,NATS (EnRoute) Plc,Commercial,331.9803355,England,50.88549825990961,-1.2848895970622733
8970,"1 Churchill Place, Canary Wharf",537910,180300,Barclays Head Office,Commercial,329.6097409,England,51.50481362179607,-0.014341054191290545
8972,London,537900,180340,Barclays Facilities Management,Commercial,315.1578573,England,51.50517550186113,-0.014469418824822467
40715,1-5 Bank Street,537218,180125,Canary Wharf Group Plc,Commercial,307.9113655,England,51.50340934095519,-0.02437324027786232
14426,5 Broadgate Circle,533068,181805,UBS AG,Commercial,302.0018591,England,51.51949795107356,-0.08349587192262987
8895,Exeter,296020,93010,Met Office,Commercial,289.9754813,England,50.72737474039931,-3.474575491899988
7792,Swansea,267841,198134,Morganite Electrical Carbon Ltd,Electrical engineering,267.1745455,Wales,51.66639499561151,-3.912349148138978
9757,South Shian,190700,741700,Scottish Sea Farms Ltd,"Agriculture, forestry & fishing",256.9772727,Scotland,56.5206162780514,-5.404055381027822
14216,MediaCity Salford,380090,397400,Interserve (Facilities Management) Ltd,Commercial,250.4745627,England,53.47295103971237,-2.30142293171342
14217,"TVC Primary Energy Plant, Shepherd's Bush",523192,180513,Interserve (Facilities Management) Ltd,Commercial,242.7253991,England,51.51012478666303,-0.22621253965687893
40501,25 Cabot Square,537261,180281,25 CABOT SQUARE S.A.R.L,Commercial,217.6791955,England,51.50480074134669,-0.02369344431252468
13940,"Thermal Plant, Kilbarchan Rd, Bridge of Weir",239326,664533,SLG Technology Ltd,"Textiles, clothing, leather & footwear",211.1914463,Scotland,55.8471602182806,-4.567927684339779
14986,Tees Valley Nursery Energy Centre,447954,523452,APS Growers Ltd,"Agriculture, forestry & fishing",187.5005455,England,54.603970809286764,-1.259174736009648
14704,Banbridge,123118,502597,Lakeland Dairies (NI) Ltd,"Food, drink & tobacco industry",166.3486418,Northern Ireland,54.34352496316013,-6.261791713736623
