PlantID,Site,Easting,Northing,Operator,Sector, Emission ,Region
13650,Dove Holes Roadstone Coating Plant,408300,377960,CEMEX UK Operations Ltd,Other mineral industries,1418.919311,England
8392,Jealott's Hill,487030,173370,Syngenta,Chemical industry,1407.14869,England
40278,Hythe Power Station,443892,105893,RWE Generation UK plc,Chemical industry,1399.914652,England
11392,Seal Sands,452620,524010,Ineos Nitriles (UK) Ltd,Chemical industry,1372.090909,England
9306,Speke,343610,383940,Novartis Vaccines & Diagnostics Ltd,Chemical industry,1358.838423,England
8562,Hull,508700,427800,Smith & Nephew Medical Ltd,Chemical industry,1343.019084,England
9625,Speke,343740,383880,Novartis Vaccines & Diagnostics Ltd,Chemical industry,1315.334305,England
14964,Liberty Speciality Steels - Brinsworth,440928,391280,Speciality Steel UK Ltd,Iron & steel industries,1306.576486,England
8452,Chailey Brickworks,539000,117610,Ibstock Brick Ltd,Other mineral industries,1306.546426,England
10175,Church,374170,428620,William Blythe Ltd,Chemical industry,1305.513545,England
7452,Bellshill,273301,660470,Calcarb Ltd,Chemical industry,1290,Scotland
14193,West Drayton,505244,179158,Aggregate Industries UK Ltd,Other mineral industries,1276.680431,England
13673,Wednesbury Asphalt Plant,398400,294200,Midland Quarry Products Ltd,Other mineral industries,1274.34777,England
13704,Westleigh Asphalt,306200,117300,Aggregate Industries UK Ltd,Other mineral industries,1268.600984,England
13623,Newbridge,312900,672100,Lafarge Tarmac Trading Ltd,Other mineral industries,1202.071394,Scotland
8425,Askam Brickworks,321800,476100,Furness Brick & Tile Co Ltd,Other mineral industries,1200.970574,England
14664,Elstow Asphalt,504278,245708,Tarmac Trading Ltd,Other mineral industries,1183.985888,England
13668,Stowfield Asphalt,355900,210400,Lafarge Tarmac Trading Ltd,Other mineral industries,1175.798831,England
12493,Newton Aycliffe,427200,524100,Lucite International UK Ltd,Chemical industry,1147.090909,England
13685,Whatley,373226,147901,Hanson Quarry Products Europe Ltd,Other mineral industries,1109.301224,England
14019,Criggion Quarry,329135,314791,Hanson Quarry Products Europe Ltd,Other mineral industries,1105.637444,Wales
13666,Santon Asphalt,492800,411900,Lafarge Tarmac Trading Ltd,Other mineral industries,1078.029532,England
14418,Baston,513700,314900,Midland Quarry Products Ltd,Other mineral industries,1068.964255,England
13682,Tytherington,366070,188700,Hanson Quarry Products Europe Ltd,Other mineral industries,1067.025019,England
13625,Ethiebeaton Quarry,348600,733900,Breedon Aggregates Scotland Ltd,Other mineral industries,1059.456832,Scotland
13635,Caldercruix,285300,666500,Lafarge Tarmac Trading Ltd,Other mineral industries,1052.164893,Scotland
13654,Bayston Hill Asphalt,349100,309000,Lafarge Tarmac Trading Ltd,Other mineral industries,1051.222287,England
8486,Charnwood Forest Brickworks,447800,318400,Charnwood Forest Brick Ltd,Other mineral industries,1033.848047,England
14189,Crawley,528680,139074,Aggregate Industries UK Ltd,Other mineral industries,1003.08186,England
7073,Leek,397980,355550,Croda Chemicals International Ltd,Chemical industry,1001.885455,England
13713,Benninghoven Plant,463200,170400,United Asphalt Ltd,Other mineral industries,998.3344364,England
13670,Ipswich Asphalt,616800,242400,Lafarge Tarmac Trading Ltd,Other mineral industries,959.8469045,England
14247,Duntilland,284530,663481,Aggregate Industries UK Ltd,Other mineral industries,938.0699836,Scotland
14190,Greenwich,540265,178577,Aggregate Industries UK Ltd,Other mineral industries,925.2887073,England
13697,Peterlee,441356,541318,Momentive Specialty Chemicals UK Ltd,Chemical industry,923.5194545,England
13684,Wigan,359465,399335,Hanson Quarry Products Europe Ltd,Other mineral industries,917.2241291,England
14435,Croft,451002,296026,Aggregate Industries UK Ltd,Other mineral industries,907.1964245,England
13652,Salford Coating Plant,382080,398300,CEMEX UK Operations Ltd,Other mineral industries,903.2100518,England
8642,York,452300,466300,York Handmade Brick Co Ltd,Other mineral industries,878.0962935,England
13663,Hothfield Asphalt,598000,146400,Lafarge Tarmac Trading Ltd,Other mineral industries,812.5187209,England
13667,Stancombe Asphalt,350200,168800,Lafarge Tarmac Trading Ltd,Other mineral industries,810.4328373,England
13265,Ditton,349146,384143,Croda Europe Ltd,Chemical industry,781.53966,England
12094,Middlewich,370960,365840,BIP Organics Ltd,Chemical industry,778.6363636,England
14020,Penderyn Plant,295220,209064,Hanson Quarry Products Europe Ltd,Other mineral industries,772.3438855,Wales
14678,Agecroft Asphalt,380581,400989,Tarmac Trading Ltd,Other mineral industries,739.9557955,England
13641,Dudley Site,393010,288320,Acenta Steel Ltd,Iron & steel industries,733.2337975,England
14017,Pant Asphalt,320130,370340,Lafarge Tarmac Trading Ltd,Other mineral industries,731.3419118,Wales
13702,Haughmond Hill Asphalt,353700,314800,Aggregate Industries UK Ltd,Other mineral industries,716.7867055,England
8420,River Don,438200,390100,Sheffield Forgemasters Engineering Ltd,Iron & steel industries,688.6752082,England
13665,Parkstone Asphalt,403800,93800,Lafarge Tarmac Trading Ltd,Other mineral industries,675.5311909,England
40253,Saltend Chemicals Park,516042,427832,Saltend Chemicals Park Ltd,Chemical industry,669.2245555,England
40720,Wickwar Asphalt,371659,189893,Breedon Southern Ltd,Other mineral industries,666.1034018,England
40273,Grimsby Power Station,525651,411242,RWE Generation UK plc,Chemical industry,653.2391564,England
14211,Ardingly,534039,127690,Hanson Quarry Products Europe Ltd,Other mineral industries,641.5377464,England
14438,Chryston Asphalt Plant,268892,671094,Aggregate Industries UK Ltd,Other mineral industries,627.7861364,Scotland
13695,Leinthall Quarry,344246,267827,Breedon Aggregates England Ltd,Other mineral industries,618.7313455,England
12069,Hafod Quarry,322200,196400,Lafarge Aggregates Ltd,Other mineral industries,597.8566364,Wales
13658,Clitheroe Asphalt,374700,443100,Lafarge Tarmac Trading Ltd,Other mineral industries,588.5454545,England
14194,Northfleet,561646,174938,North Kent Roadstone Ltd,Other mineral industries,586.0420009,England
13664,Mancetter Asphalt,431000,295700,Lafarge Tarmac Trading Ltd,Other mineral industries,574.1765836,England
40730,Forest Wood Asphalt,301917,179826,Breedon Southern Ltd,Other mineral industries,553.9233491,Wales
13703,Moorcroft Asphalt,252064,53872,Aggregate Industries UK Ltd,Other mineral industries,552.0448718,England
8064,Cradley Heath Brickworks,394800,285300,Cradley Special Brick Co Ltd,Other mineral industries,534.4018078,England
13669,Tendley Quarry,309000,528600,Tendley Quarries Ltd,Other mineral industries,489.0891627,England
13657,Caldon Low Asphalt,407400,349000,Lafarge Tarmac Trading Ltd,Other mineral industries,476.5554545,England
13661,Harlow Asphalt,547050,212220,Lafarge Tarmac Trading Ltd,Other mineral industries,460.7603727,England
9436,Titan Works,561240,178510,Industrial Chemicals Ltd,Chemical industry,431.7272727,England
13941,Cononish Gold Mine Tyndrum,229131,728622,Scotgold Resources Limited,Other mineral industries,431.553,Scotland
